Year,Code,Region,Domestic_meters_thouasands,Non_domestic_meters_thousands,All_meters_thousands,Domestic_consumption_GWh,Non_domestic_consumption_GWh,All_consumption_GWh,Domestic_mean_consumption_KWh_per_meter,Non_domestic_mean_consumption_KWh_per_meter,All_mean_consumption_kWh_per_meter,Domestic_median_consumption_kWh_per_meter,Non_domestic_median_consumption_kWh_per_meter,All_median_consumption_kWh_per_meter
2022,E12000008,South East,3430.654,35.675,3466.329,39630.42842,16593.75773,56224.18616,11551.85817,465136.867,16220.09514,9799.255947,140792.679,9878.419453
2022,E12000009,South West,1996.378,18.155,2014.533,19636.0861,10884.34492,30520.43102,9835.855786,599523.2675,15150.12711,8367.120161,148151.172,8427.185633
2022,W92000004,Wales,1169.639,9.825,1179.464,12152.22344,8926.865613,21079.08905,10389.72148,908586.8308,17871.75281,9155.860136,154686.0586,9214.171421
2022,S92000003,Scotland (inc unallocated),2154.039,22.198,2176.237,24650.462,18977.37314,43627.83514,11443.83273,854913.6471,20047.37312,9836.722027,164119.0098,9919.812596
2022,Unallocated Great Britain,Great Britain (unallocated),13.568,0.8,14.368,146.7938569,2300.003422,2446.797279,10819.12271,2875004.277,170294.9108,8401.169678,218211.1827,8878.647392
2022,Unallocated England and Wales,England and Wales (unallocated),11.802,0.728,12.53,129.4472932,2266.698175,2396.145468,10968.25057,3113596.394,191232.679,8537.715359,215366.9853,8988.000679
2022,Unallocated Scotland,Scotland (unallocated),1.766,0.072,1.838,17.34656366,33.30524723,50.65181089,9822.516231,462572.8782,27558.11256,7739.936531,255426.9334,7905.103924
2023,K03000001,Great Britain (inc unallocated),24605.456,242.98,24848.436,281746.9663,162660.3093,444407.2756,11450.5891,669439.0869,17884.7182,9928.020102,148565.4998,10002.53279
2023,K04000001,England and Wales (inc unallocated),22439.062,221.273,22660.335,256615.4312,145034.9619,401650.3932,11436.10331,655457.1138,17724.82151,9919.009919,147410.2033,9991.78541
2023,E92000001,England,21253.234,210.834,21464.068,243905.0393,133728.4361,377633.4755,11476.13767,634283.0669,17593.75135,9941.759942,147104.0119,10016.11789
2023,E12000001,North East,1164.712,10.292,1175.004,13399.54551,7502.297592,20901.84311,11504.59986,728944.5776,17788.74209,10321.50872,156581.8443,10379.35939
2023,E12000002,North West,3029.515,27.655,3057.17,34186.96788,22947.42848,57134.39636,11284.63397,829775.0309,18688.65531,9907.51997,150565.8376,9975.440375
2023,E12000003,Yorkshire and The Humber,2221.657,21.171,2242.828,26109.84095,17236.41963,43346.26058,11752.41765,814152.3608,19326.60934,10318.64157,147888.6047,10389.65975
2023,E12000004,East Midlands,1917.392,17.201,1934.593,21965.14252,13716.20035,35681.34287,11455.73911,797407.1479,18443.84988,10133.69887,147162.9534,10191.31057
2023,E12000005,West Midlands,2232.152,21.423,2253.575,26017.02022,14546.10834,40563.12856,11655.57732,678994.9279,17999.458,10258.282,151893.9889,10329.49946
2023,E12000006,East,2233.414,19.989,2253.403,25673.10521,12853.01294,38526.11815,11495.00505,643004.2995,17096.86113,10018.12011,145571.0289,10084.19345
2023,E12000007,London,3001.605,39.704,3041.309,36092.16426,18881.37315,54973.53741,12024.28843,475553.4241,18075.61725,10044.4136,148929.8395,10166.06737
2023,E13000001,Inner London,1183.32,21.186,1204.506,12439.0727,11366.11591,23805.18861,10512.01087,536491.8301,19763.44544,8284.626682,160374.8964,8430.496858
2023,E13000002,Outer London,1818.285,18.518,1836.803,23653.09156,7515.257237,31168.3488,13008.46213,405835.2542,16968.8033,11242.99374,137295.3971,11337.90926
2023,E12000008,South East,3446.322,35.692,3482.014,40406.68966,15584.18329,55990.87295,11724.58338,436629.5891,16080.02522,10003.52995,138344.0419,10084.59448
2023,E12000009,South West,2006.465,17.707,2024.172,20054.56311,10461.41235,30515.97546,9994.972805,590806.5934,15075.78183,8554.324213,147411.5241,8613.388594
2023,W92000004,Wales,1173.232,9.721,1182.953,12571.96016,8827.037603,21398.99776,10715.66422,908038.0211,18089.47419,9515.611117,151459.4072,9571.542694
2023,S92000003,Scotland (inc unallocated),2166.394,21.707,2188.101,25131.53505,17625.34739,42756.88244,11600.62992,811966.0658,19540.63475,10040.94463,163523.1425,10120.03083
2023,Unallocated Great Britain,Great Britain (unallocated),14.58,0.788,15.368,158.9954395,2512.684379,2671.679819,10905.037,3188685.76,173846.9429,8877.908794,218250.9087,9150.073692
2023,Unallocated England and Wales,England and Wales (unallocated),12.596,0.718,13.314,138.4317581,2479.488207,2617.919965,10990.1364,3453326.194,196629.1096,8887.090489,212167.2878,9160.637058
2023,Unallocated Scotland,Scotland (unallocated),1.984,0.07,2.054,20.56368144,33.19617174,53.75985317,10364.75879,474231.0248,26173.24887,8757.045179,259138.3779,9008.319068
2024,K03000001,Great Britain (inc unallocated),24702.708,233.229,24935.937,280605.4646,157399.279,438004.7436,11359.29974,674870.1021,17565.20092,9859.286639,148289.3443,9929.021214
2024,K04000001,England and Wales (inc unallocated),22525.093,212.403,22737.496,255520.9063,140762.1457,396283.0519,11343.83358,662712.6061,17428.61448,9850.521734,147039.2502,9919.738597
2024,E92000001,England,21330.911,202.502,21533.413,242971.9274,130134.0055,373105.9329,11390.60246,642630.7171,17326.8368,9881.399368,146716.1191,9950.831533
2024,E12000001,North East,1170.949,10.045,1180.994,13471.17195,7193.333057,20664.505,11504.49076,716110.8071,17497.55291,10325.22846,154684.0894,10381.32778
2024,E12000002,North West,3040.306,26.836,3067.142,33841.19283,22208.67585,56049.86869,11130.85092,827570.2733,18274.29858,9776.600928,149560.3953,9836.646504
2024,E12000003,Yorkshire and The Humber,2230.332,20.348,2250.68,25872.38668,16635.04432,42507.431,11600.24009,817527.2418,18886.48364,10191.60905,147473.2802,10257.62595
2024,E12000004,East Midlands,1931.236,16.364,1947.6,22034.49778,13664.95388,35699.45166,11409.5314,835061.9579,18329.97107,10123.76582,147207.1226,10185.35074
2024,E12000005,West Midlands,2240.399,20.729,2261.128,25818.36761,14360.33794,40178.70555,11524.00426,692765.5911,17769.31936,10157.39059,151930.5867,10222.67327
2024,E12000006,East,2244.616,19.168,2263.784,25690.77227,12740.98545,38431.75772,11445.50884,664700.8266,16976.7777,9982.080109,144833.0949,10041.14567
2024,E12000007,London,2998.751,38.266,3037.017,35792.91871,18539.79199,54332.7107,11935.94223,484497.7783,17890.15692,9990.34875,148224.8303,10106.00565
2024,E13000001,Inner London,1180.908,20.55,1201.458,12334.8172,11158.10175,23492.91895,10445.19742,542973.3212,19553.67474,8238.672211,158316.4326,8378.155769
2024,E13000002,Outer London,1817.843,17.716,1835.559,23458.10151,7381.690235,30839.79175,12904.36056,416667.997,16801.3078,11175.0542,137599.9992,11264.97417
2024,E12000008,South East,3460.481,33.687,3494.168,40478.81424,15006.79272,55485.60697,11697.45311,445477.2678,15879.49033,10007.09369,138402.5828,10081.63249
2024,E12000009,South West,2013.841,17.059,2030.9,19971.8053,9784.090285,29755.89558,9917.27018,573544.1869,14651.58087,8487.251104,145451.5536,8544.313301
2024,W92000004,Wales,1175.74,9.186,1184.926,12349.65317,8360.766532,20710.4197,10503.72801,910164.0031,17478.2389,9326.840685,150009.7159,9382.186989
2024,S92000003,Scotland (inc unallocated),2177.615,20.826,2198.441,25084.55829,16637.13337,41721.69166,11519.28063,798863.6018,18977.8537,9966.863882,164453.8732,10041.94572
2024,Unallocated Great Britain,Great Britain (unallocated),21.117,0.784,21.901,226.7456234,2296.743463,2523.489086,10737.58694,2929519.723,115222.5509,9180.35017,215156.3906,9401.361726
2024,Unallocated England and Wales,England and Wales (unallocated),18.442,0.715,19.157,199.3257285,2267.373653,2466.699381,10808.24902,3171151.962,128762.3,9188.198901,212124.8549,9438.139056
2024,Unallocated Scotland,Scotland (unallocated),2.675,0.069,2.744,27.41989496,29.36981018,56.78970514,10250.42802,425649.4229,20695.95668,8636.413691,280694.3999,8776.566457
